Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Payment_Method,Seller_Type,Amenities,Description,Link
EG-6872733,Apartment,cairo hadayek el ahram area f,"2,500,000 EGP","16,667 EGP/M²",150 m²,3 rooms,2 bathroom,4,2014,N/A,Corner,Cash,Private Owner,"Elevator, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6872733-for-sale-cairo-hadayek-el-ahram-area-f/
EG-6891416,Unknown,sharqia 10th of ramadan,"250,000,000 EGP","17,857 EGP/M²",14000 m²,18 rooms,9 bathroom,N/A,2020,N/A,Main Street,Cash,Broker,"Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6891416-for-sale-sharqia-10th-of-ramadan/
EG-6876513,Apartment,cairo el omraneya l mrny lshrqy,"1,600,000 EGP","11,034 EGP/M²",145 m²,5 rooms,2 bathroom,3,2000,N/A,Side Street,Cash,Private Owner,"Water Meter, Natural Gas, Balcony",N/A,https://aqarmap.com.eg/en/listing/6876513-for-sale-cairo-el-omraneya-l-mrny-lshrqy/
EG-6896706,Apartment,cairo new cairo el yassamin el yasmeen 5 abou obaida ibn el garah st,"8,500,000 EGP","36,957 EGP/M²",230 m²,3 rooms,3 bathroom,1,2026,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6896706-for-sale-cairo-new-cairo-el-yassamin-el-yasmeen-5-abou-obaida-ibn-el-garah-st/
EG-6887435,Villa,cairo new cairo lrhb city mtdd lrhb phase 10 farouk el baz st,"4,800,000 EGP","10,213 EGP/M²",470 m²,6 rooms,6 bathroom,N/A,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887435-for-sale-cairo-new-cairo-lrhb-city-mtdd-lrhb-phase-10-farouk-el-baz-st/
EG-6875552,Apartment,cairo faisal,"1,250,000 EGP","8,117 EGP/M²",154 m²,3 rooms,3 bathroom,2,2025,N/A,Side Street,Cash or Installments,Broker,Elevator,N/A,https://aqarmap.com.eg/en/listing/6875552-for-sale-cairo-faisal/
EG-6874981,Apartment,cairo el agouza ard el lewa,"1,600,000 EGP","10,000 EGP/M²",160 m²,3 rooms,2 bathroom,5,2000,N/A,Side Street,Cash,Private Owner,"Water Meter, Natural Gas, Balcony",N/A,https://aqarmap.com.eg/en/listing/6874981-for-sale-cairo-el-agouza-ard-el-lewa/
EG-6896268,Apartment,cairo 6th of october compounds green 5,"8,600,000 EGP","41,346 EGP/M²",208 m²,3 rooms,2 bathroom,1,2020,N/A,Main Street,Cash,Broker,"Water Meter, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896268-for-sale-cairo-6th-of-october-compounds-green-5/
EG-6901656,Apartment,cairo nasr city hay el waha el khamseen st,"2,375,000 EGP","19,000 EGP/M²",125 m²,3 rooms,1 bathroom,8,2027,N/A,Garden,Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6901656-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6896721,Roof,cairo new cairo el choueifat al shouyfat st,"14,000,000 EGP","35,000 EGP/M²",400 m²,5 rooms,3 bathroom,3,2025,N/A,Side Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896721-for-sale-cairo-new-cairo-el-choueifat-al-shouyfat-st/
EG-6896199,Apartment,cairo 6th of october hadaeq october compounds djlh blmz m mr lmrshdy,"3,000,000 EGP","18,750 EGP/M²",160 m²,4 rooms,2 bathroom,1,2020,N/A,Other,Cash,Broker,"Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896199-for-sale-cairo-6th-of-october-hadaeq-october-compounds-djlh-blmz-m-mr-lmrshdy/
EG-6896191,Duplex,cairo 6th of october hadaeq october lmntq lsyhy b,"3,250,000 EGP","8,333 EGP/M²",390 m²,3 rooms,2 bathroom,1,2010,N/A,Other,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6896191-for-sale-cairo-6th-of-october-hadaeq-october-lmntq-lsyhy-b/
EG-6896148,Apartment,cairo 6th of october el ahyaa neighborhood 1st seventh neighborhood,"6,000,000 EGP","32,432 EGP/M²",185 m²,3 rooms,2 bathroom,1,2020,N/A,Other,Cash,Broker,"Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896148-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-1st-seventh-neighborhood/
EG-6896424,Apartment,cairo 6th of october hadaeq october compounds east park,"6,650,000 EGP","31,075 EGP/M²",214 m²,3 rooms,3 bathroom,1,2016,N/A,Other,Cash,Broker,"Elevator, Water Meter, Security, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896424-for-sale-cairo-6th-of-october-hadaeq-october-compounds-east-park/
EG-6874825,Apartment,cairo el haram el rimaya,"2,500,000 EGP","23,810 EGP/M²",105 m²,2 rooms,1 bathroom,4,1992,N/A,Corner,Cash,Private Owner,"Water Meter, Security, Parking, Balcony",N/A,https://aqarmap.com.eg/en/listing/6874825-for-sale-cairo-el-haram-el-rimaya/
EG-6896776,Apartment,cairo new cairo el narges el narges 2 pilot halawany st,"8,700,000 EGP","32,830 EGP/M²",265 m²,3 rooms,2 bathroom,Ground,2025,N/A,Corner,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6896776-for-sale-cairo-new-cairo-el-narges-el-narges-2-pilot-halawany-st/
EG-6896131,Villa,cairo 6th of october el tawsaat el shamalya,"16,500,000 EGP","36,667 EGP/M²",450 m²,N/A,N/A,N/A,2026,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896131-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya/
EG-6878049,Apartment,cairo al oubour compounds viale residence compound mrs,"2,609,900 EGP","19,623 EGP/M²",133 m²,3 rooms,3 bathroom,2,2028,N/A,Main Street,Cash or Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6878049-for-sale-cairo-al-oubour-compounds-viale-residence-compound-mrs/
EG-6896254,Villa,cairo el sheikh zayed city compounds,"7,348,000 EGP","32,228 EGP/M²",228 m²,4 rooms,3 bathroom,N/A,2030,N/A,Garden,Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6896254-for-sale-cairo-el-sheikh-zayed-city-compounds/
EG-6874431,Apartment,dakahlia gamasa 15 may city,"1,200,000 EGP","10,435 EGP/M²",115 m²,3 rooms,1 bathroom,Ground,2025,N/A,Corner,Cash,Private Owner,Water Meter,N/A,https://aqarmap.com.eg/en/listing/6874431-for-sale-dakahlia-gamasa-15-may-city/
EG-6896730,Apartment,cairo new cairo el narges el narges omarat mohamed sabry abu alam st,"8,500,000 EGP","36,957 EGP/M²",230 m²,3 rooms,3 bathroom,4,2025,N/A,Side Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896730-for-sale-cairo-new-cairo-el-narges-el-narges-omarat-mohamed-sabry-abu-alam-st/
EG-6896135,Villa,cairo el sheikh zayed city compounds kmbwnd fyldj wyst dr llttwyr,"17,200,000 EGP","77,130 EGP/M²",223 m²,4 rooms,4 bathroom,N/A,2026,N/A,Garden,Installments,Broker,"Water Meter, Security, Swimming Pool, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896135-for-sale-cairo-el-sheikh-zayed-city-compounds-kmbwnd-fyldj-wyst-dr-llttwyr/
EG-6872647,Apartment,cairo new cairo compounds ninety avenue,"13,000,000 EGP","69,892 EGP/M²",186 m²,3 rooms,3 bathroom,5,2026,N/A,Garden,Installments,Private Owner,"Elevator, Water Meter, Security, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6872647-for-sale-cairo-new-cairo-compounds-ninety-avenue/
EG-6872714,Apartment,cairo nasr city compounds landmark compound morshedy group,"2,500,000 EGP","24,510 EGP/M²",102 m²,2 rooms,1 bathroom,6,2026,N/A,Main Street,Cash,Private Owner,Security,N/A,https://aqarmap.com.eg/en/listing/6872714-for-sale-cairo-nasr-city-compounds-landmark-compound-morshedy-group/
EG-6896676,Duplex,https://aqarmap.com.eg/en/listing/6896676 projects zed east,"75,990,000 EGP","267,570 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896676-projects-zed-east/
EG-6896296,Apartment,cairo 6th of october compounds jrdyny lshms,"6,200,000 EGP","23,048 EGP/M²",269 m²,4 rooms,3 bathroom,Ground,2020,N/A,Other,Cash,Broker,"Water Meter, Security, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896296-for-sale-cairo-6th-of-october-compounds-jrdyny-lshms/
EG-6896217,Villa,cairo el sheikh zayed city compounds,"7,854,000 EGP","30,208 EGP/M²",260 m²,4 rooms,3 bathroom,N/A,2030,N/A,Garden,Cash or Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6896217-for-sale-cairo-el-sheikh-zayed-city-compounds/
EG-6896677,Duplex,https://aqarmap.com.eg/en/listing/6896677 projects zed east,"89,377,000 EGP","314,708 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896677-projects-zed-east/
EG-6896671,Duplex,https://aqarmap.com.eg/en/listing/6896671 projects zed east,"46,664,562 EGP","192,035 EGP/M²",N/A,N/A,N/A,7,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896671-projects-zed-east/
EG-6896668,Duplex,https://aqarmap.com.eg/en/listing/6896668 projects zed east,"62,951,000 EGP","267,877 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896668-projects-zed-east/
EG-6896673,Duplex,https://aqarmap.com.eg/en/listing/6896673 projects zed east,"44,780,589 EGP","178,409 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896673-projects-zed-east/
EG-6896666,Duplex,https://aqarmap.com.eg/en/listing/6896666 projects zed east,"39,983,055 EGP","180,919 EGP/M²",N/A,N/A,N/A,7,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896666-projects-zed-east/
EG-6896667,Duplex,https://aqarmap.com.eg/en/listing/6896667 projects zed east,"58,886,000 EGP","250,579 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896667-projects-zed-east/
EG-6896665,Duplex,https://aqarmap.com.eg/en/listing/6896665 projects zed east,"40,959,650 EGP","187,888 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896665-projects-zed-east/
EG-6896664,Duplex,https://aqarmap.com.eg/en/listing/6896664 projects zed east,"31,649,000 EGP","152,894 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896664-projects-zed-east/
EG-6896662,Duplex,https://aqarmap.com.eg/en/listing/6896662 projects zed east,"32,035,000 EGP","155,510 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896662-projects-zed-east/
EG-6896661,Duplex,https://aqarmap.com.eg/en/listing/6896661 projects zed east,"53,347,000 EGP","264,094 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896661-projects-zed-east/
EG-6896660,Duplex,https://aqarmap.com.eg/en/listing/6896660 projects zed east,"37,275,000 EGP","184,530 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896660-projects-zed-east/
EG-6896655,Duplex,https://aqarmap.com.eg/en/listing/6896655 projects zed east,"34,722,639 EGP","193,981 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896655-projects-zed-east/
EG-6896658,Duplex,https://aqarmap.com.eg/en/listing/6896658 projects zed east,"29,220,000 EGP","152,984 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896658-projects-zed-east/
EG-6896654,Duplex,https://aqarmap.com.eg/en/listing/6896654 projects zed east,"34,688,031 EGP","193,788 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896654-projects-zed-east/
EG-6896659,Duplex,https://aqarmap.com.eg/en/listing/6896659 projects zed east,"30,033,000 EGP","157,241 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896659-projects-zed-east/
EG-6896657,Duplex,https://aqarmap.com.eg/en/listing/6896657 projects zed east,"27,080,000 EGP","144,043 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896657-projects-zed-east/
EG-6896652,Duplex,https://aqarmap.com.eg/en/listing/6896652 projects zed east,"31,684,706 EGP","177,010 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Side Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896652-projects-zed-east/
EG-6896650,Duplex,https://aqarmap.com.eg/en/listing/6896650 projects zed east,"46,587,776 EGP","261,729 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896650-projects-zed-east/
EG-6896653,Duplex,https://aqarmap.com.eg/en/listing/6896653 projects zed east,"32,821,362 EGP","183,360 EGP/M²",N/A,N/A,N/A,6,N/A,N/A,Side Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896653-projects-zed-east/
EG-6896649,Duplex,https://aqarmap.com.eg/en/listing/6896649 projects zed east,"44,933,081 EGP","259,729 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896649-projects-zed-east/
EG-6896647,Duplex,https://aqarmap.com.eg/en/listing/6896647 projects zed east,"43,926,204 EGP","258,389 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896647-projects-zed-east/
EG-6896643,Duplex,https://aqarmap.com.eg/en/listing/6896643 projects zed east,"26,171,219 EGP","185,611 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896643-projects-zed-east/
EG-6896646,Duplex,https://aqarmap.com.eg/en/listing/6896646 projects zed east,"43,492,523 EGP","257,352 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896646-projects-zed-east/
EG-6896644,Duplex,https://aqarmap.com.eg/en/listing/6896644 projects zed east,"37,873,049 EGP","252,487 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896644-projects-zed-east/
EG-6896640,Duplex,https://aqarmap.com.eg/en/listing/6896640 projects zed east,"25,904,000 EGP","186,360 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896640-projects-zed-east/
EG-6896641,Duplex,https://aqarmap.com.eg/en/listing/6896641 projects zed east,"24,481,916 EGP","173,631 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896641-projects-zed-east/
EG-6896642,Duplex,https://aqarmap.com.eg/en/listing/6896642 projects zed east,"25,424,984 EGP","180,319 EGP/M²",N/A,N/A,N/A,6,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896642-projects-zed-east/
EG-6896636,Duplex,https://aqarmap.com.eg/en/listing/6896636 projects zed east,"35,548,905 EGP","263,325 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896636-projects-zed-east/
EG-6896637,Duplex,https://aqarmap.com.eg/en/listing/6896637 projects zed east,"22,855,000 EGP","164,424 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896637-projects-zed-east/
EG-6896638,Duplex,https://aqarmap.com.eg/en/listing/6896638 projects zed east,"23,673,000 EGP","170,309 EGP/M²",N/A,N/A,N/A,6,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896638-projects-zed-east/
EG-6896627,Duplex,https://aqarmap.com.eg/en/listing/6896627 projects zed east,"18,588,000 EGP","165,964 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896627-projects-zed-east/
EG-6896632,Duplex,https://aqarmap.com.eg/en/listing/6896632 projects zed east,"21,022,197 EGP","162,963 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896632-projects-zed-east/
EG-6896634,Duplex,https://aqarmap.com.eg/en/listing/6896634 projects zed east,"22,191,299 EGP","172,026 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896634-projects-zed-east/
EG-6896628,Duplex,https://aqarmap.com.eg/en/listing/6896628 projects zed east,"18,752,000 EGP","167,429 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896628-projects-zed-east/
EG-6896631,Duplex,https://aqarmap.com.eg/en/listing/6896631 projects zed east,"31,467,324 EGP","257,929 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896631-projects-zed-east/
EG-6896633,Duplex,https://aqarmap.com.eg/en/listing/6896633 projects zed east,"22,057,193 EGP","170,986 EGP/M²",N/A,N/A,N/A,8,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896633-projects-zed-east/
EG-6896625,Duplex,https://aqarmap.com.eg/en/listing/6896625 projects zed east,"17,933,000 EGP","166,046 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896625-projects-zed-east/
EG-6896624,Duplex,https://aqarmap.com.eg/en/listing/6896624 projects zed east,"16,218,000 EGP","155,942 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896624-projects-zed-east/
EG-6896626,Duplex,https://aqarmap.com.eg/en/listing/6896626 projects zed east,"17,779,000 EGP","161,627 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896626-projects-zed-east/
EG-6896620,Duplex,https://aqarmap.com.eg/en/listing/6896620 projects zed east,"13,823,000 EGP","157,080 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896620-projects-zed-east/
EG-6896619,Duplex,https://aqarmap.com.eg/en/listing/6896619 projects zed east,"14,011,000 EGP","162,919 EGP/M²",N/A,N/A,N/A,5,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896619-projects-zed-east/
EG-6896622,Duplex,https://aqarmap.com.eg/en/listing/6896622 projects zed east,"23,936,840 EGP","254,647 EGP/M²",N/A,N/A,N/A,21,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896622-projects-zed-east/
EG-6896618,Duplex,https://aqarmap.com.eg/en/listing/6896618 projects zed east,"13,762,000 EGP","160,023 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896618-projects-zed-east/
EG-6887287,Villa,cairo new cairo compounds kmbwnd fyldj jyt blm hylz,"7,500,000 EGP","51,370 EGP/M²",146 m²,2 rooms,2 bathroom,2,2020,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6887287-for-sale-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/
EG-6896615,Duplex,https://aqarmap.com.eg/en/listing/6896615 projects zed east,"12,881,747 EGP","163,060 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Garden",N/A,https://aqarmap.com.eg/en/listing/6896615-projects-zed-east/
EG-6895340,Apartment,cairo el sheikh zayed city bait el watan phase 7 el takmelya,"6,630,000 EGP","34,000 EGP/M²",195 m²,3 rooms,3 bathroom,5,2027,N/A,Corner,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6895340-for-sale-cairo-el-sheikh-zayed-city-bait-el-watan-phase-7-el-takmelya/
