Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Payment_Method,Seller_Type,Amenities,Description,Link
EG-6904303,Villa,https://aqarmap.com.eg/en/listing/6904303 projects h_rs,"45,809,000 EGP","482,200 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904303-projects-h_rs/
EG-6904152,Apartment,cairo new administrative capital r7 green avenue,"4,000,000 EGP","17,021 EGP/M²",235 m²,3 rooms,3 bathroom,3,2026,Semi Finished,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Security, Balcony","Finish:Semi Finished 235 M² View Main Street, third floor, three rooms, three baths in Green Avenue Compound - NJD",https://aqarmap.com.eg/en/listing/6904152-for-sale-cairo-new-administrative-capital-r7-green-avenue/
EG-6904224,Apartment,cairo dokki el batal ahmed abd el aziz,"8,100,000 EGP","39,901 EGP/M²",203 m²,3 rooms,3 bathroom,1,2020,N/A,Other,Cash,Broker,"Elevator, Security",Apartments For sale in El Batal Ahmed Abdel Aziz St. with size 203 M² View Other,https://aqarmap.com.eg/en/listing/6904224-for-sale-cairo-dokki-el-batal-ahmed-abd-el-aziz/
EG-6904121,Apartment,cairo 6th of october compounds pearl pyramids,"7,500,000 EGP","33,333 EGP/M²",225 m²,3 rooms,3 bathroom,3,2015,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Security, Balcony","Super lux Apartments in Pearl Pyramids Compound with size 225 M² View Main Street Super lux, third floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6904121-for-sale-cairo-6th-of-october-compounds-pearl-pyramids/
EG-6904181,Office,cairo new administrative capital mntq l ml lmrkzyh tj twr,"8,955,954 EGP","124,388 EGP/M²",72 m²,1 rooms,1 bathroom,10,2030,ed,Main Street,Installments,Broker,"Elevator, Water Meter, Security, Parking, Garden","Offices 72 M² Semi Finished View Main Street, tenth floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6904181-for-sale-cairo-new-administrative-capital-mntq-l-ml-lmrkzyh-tj-twr/
EG-6904305,Villa,https://aqarmap.com.eg/en/listing/6904305 projects h_rs,"50,118,000 EGP","432,052 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904305-projects-h_rs/
EG-6904282,Medical,cairo dokki msdq,"5,250,000 EGP","72,917 EGP/M²",72 m²,2 rooms,1 bathroom,1,2018,Without Finish,Other,Cash,Broker,"Elevator, Security","Finish:Without Finish 72 M² View Other, first floor, two rooms, one baths in Msadak St.",https://aqarmap.com.eg/en/listing/6904282-for-sale-cairo-dokki-msdq/
EG-6904307,Villa,https://aqarmap.com.eg/en/listing/6904307 projects h_rs,"91,120,000 EGP","497,923 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904307-projects-h_rs/
EG-6904297,Villa,https://aqarmap.com.eg/en/listing/6904297 projects h_rs,"10,585,000 EGP","199,717 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904297-projects-h_rs/
EG-6904299,Villa,https://aqarmap.com.eg/en/listing/6904299 projects h_rs,"12,113,000 EGP","195,371 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904299-projects-h_rs/
EG-6904176,Office,cairo new cairo compounds hyde park centre ville hyde park,"25,500,000 EGP","179,577 EGP/M²",142 m²,3 rooms,1 bathroom,2,2020,Super Lux,Plaza,Cash,Broker,N/A,"Offices 142 M² Extra super lux View Plaza, second floor, three rooms, one baths",https://aqarmap.com.eg/en/listing/6904176-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
EG-6904227,Apartment,cairo 6th of october compounds garden hills,"6,150,000 EGP","30,750 EGP/M²",200 m²,3 rooms,2 bathroom,1,2015,Super Lux,Garden,Cash,Broker,"Water Meter, Security, Garden, Balcony","Apartment with Garden For sale with size 200 M² Extra super lux View Garden, first floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6904227-for-sale-cairo-6th-of-october-compounds-garden-hills/
EG-6904134,Office,cairo new administrative capital mu23 vasto plaza mall cld,"11,160,000 EGP","310,000 EGP/M²",36 m²,1 rooms,1 bathroom,Ground,2029,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6904134-for-sale-cairo-new-administrative-capital-mu23-vasto-plaza-mall-cld/
EG-6904274,Villa,https://aqarmap.com.eg/en/listing/6904274 projects grand lane,"28,000,000 EGP","111,554 EGP/M²",N/A,N/A,N/A,N/A,N/A,Semi Finished,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904274-projects-grand-lane/
EG-6904301,Villa,https://aqarmap.com.eg/en/listing/6904301 projects h_rs,"28,778,000 EGP","189,329 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904301-projects-h_rs/
EG-6904269,Villa,https://aqarmap.com.eg/en/listing/6904269 projects grand lane,"13,900,000 EGP","82,249 EGP/M²",N/A,N/A,N/A,N/A,N/A,Semi Finished,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904269-projects-grand-lane/
EG-6904302,Villa,https://aqarmap.com.eg/en/listing/6904302 projects h_rs,"31,695,000 EGP","466,103 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904302-projects-h_rs/
EG-6904270,Villa,https://aqarmap.com.eg/en/listing/6904270 projects grand lane,"13,900,000 EGP","69,849 EGP/M²",N/A,N/A,N/A,N/A,N/A,Semi Finished,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904270-projects-grand-lane/
EG-6904294,Villa,https://aqarmap.com.eg/en/listing/6904294 projects h_rs,"8,188,000 EGP","199,707 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904294-projects-h_rs/
EG-6904273,Villa,https://aqarmap.com.eg/en/listing/6904273 projects grand lane,"28,000,000 EGP","119,149 EGP/M²",N/A,N/A,N/A,N/A,N/A,Semi Finished,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904273-projects-grand-lane/
EG-6904286,Villa,https://aqarmap.com.eg/en/listing/6904286 projects h_rs,"20,490,000 EGP","204,900 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904286-projects-h_rs/
EG-6904259,Villa,https://aqarmap.com.eg/en/listing/6904259 projects grand lane,"4,900,000 EGP","52,128 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904259-projects-grand-lane/
EG-6904288,Villa,https://aqarmap.com.eg/en/listing/6904288 projects h_rs,"33,387,000 EGP","199,922 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904288-projects-h_rs/
EG-6904263,Villa,https://aqarmap.com.eg/en/listing/6904263 projects grand lane,"6,000,000 EGP","58,250",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904263-projects-grand-lane/
EG-6904292,Villa,https://aqarmap.com.eg/en/listing/6904292 projects h_rs,"7,223,000 EGP","200,639 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904292-projects-h_rs/
EG-6904265,Villa,https://aqarmap.com.eg/en/listing/6904265 projects grand lane,"8,300,000 EGP","58,250",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904265-projects-grand-lane/
EG-6904284,Villa,https://aqarmap.com.eg/en/listing/6904284 projects h_rs,"11,099,000 EGP","201,800 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904284-projects-h_rs/
EG-6904279,Villa,https://aqarmap.com.eg/en/listing/6904279 projects h_rs,"8,187,000 EGP","181,933 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904279-projects-h_rs/
EG-6904283,Villa,https://aqarmap.com.eg/en/listing/6904283 projects h_rs,"9,692,000 EGP","182,868 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,N/A,To make the right decision:,https://aqarmap.com.eg/en/listing/6904283-projects-h_rs/
EG-6904266,Villa,https://aqarmap.com.eg/en/listing/6904266 projects grand lane,"8,300,000 EGP","58,250",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904266-projects-grand-lane/
EG-6904150,Apartment,cairo el sheikh zayed city compounds kmbwnd fyldj wyst dr llttwyr,"5,000,000 EGP","35,714 EGP/M²",140 m²,3 rooms,3 bathroom,5,2012,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security","Apartments 140 M² Super lux View Main Street, fifth floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6904150-for-sale-cairo-el-sheikh-zayed-city-compounds-kmbwnd-fyldj-wyst-dr-llttwyr/
EG-6904098,Apartment,cairo dokki mohey el din abo el ezz,"8,750,000 EGP","38,889 EGP/M²",225 m²,3 rooms,3 bathroom,6,2010,Super Lux,Other,Cash,Broker,"Elevator, Security","Apartments 225 M² Extra super lux View Other, sixth floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6904098-for-sale-cairo-dokki-mohey-el-din-abo-el-ezz/
EG-6902009,Apartment,cairo heliopolis sheraton el moltaka el arabi st,"7,500,000 EGP","46,875 EGP/M²",160 m²,3 rooms,2 bathroom,1,2018,Super Lux,Main Street,Cash,Broker,Garden,"Super lux Apartments in El Moltaka El Arabi St. with size 160 M² View Main Street Super lux, first floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6902009-for-sale-cairo-heliopolis-sheraton-el-moltaka-el-arabi-st/
EG-6904332,Apartment,gharbia el mahallah el kubra abou radi mohamed el mahdi st,"1,627,500 EGP","10,500 EGP/M²",155 m²,3 rooms,2 bathroom,3,2025,N/A,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Mohamed El Mahdi St.,https://aqarmap.com.eg/en/listing/6904332-for-sale-gharbia-el-mahallah-el-kubra-abou-radi-mohamed-el-mahdi-st/
EG-6904069,Penthouse,cairo el maadi compounds ashgar darna,"5,700,000 EGP","27,941 EGP/M²",204 m²,3 rooms,4 bathroom,10,2026,Super Lux,Main Street,Cash,Broker,"Security, Garden","For sale in Ashgar Darana Compound, Zahraa El Maadi, next to Carrefour Maadi: A very special penthouse with a roof garden and an open view overlooking the garden. It consists of two full floors with an internal staircase. Features include: 3 bedrooms, 4 bathrooms, a reception area, a kitchen, a living room, a terrace, a roof garden, a paid maintenance deposit, CCTV surveillance, 24-hour security, and regular cleaning.",https://aqarmap.com.eg/en/listing/6904069-for-sale-cairo-el-maadi-compounds-ashgar-darna/
EG-6904096,Apartment,cairo 6th of october garb someed neighborhood 11th,"7,500,000 EGP","34,091 EGP/M²",220 m²,3 rooms,3 bathroom,1,2024,Super Lux,Main Street,Cash,Broker,N/A,شقه للبيع في غرب سوميد مجاوره 11 تشطيب الترا سوبر لوكس,https://aqarmap.com.eg/en/listing/6904096-for-sale-cairo-6th-of-october-garb-someed-neighborhood-11th/
EG-6904214,Office,cairo el maadi zahraa el maadi zahraa el maadi st,"8,500,000 EGP","44,737 EGP/M²",190 m²,2 rooms,2 bathroom,3,2020,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Security, Parking","Finish:Extra super lux 190 M² View Main Street, third floor, two rooms, two baths in Zahraa El Maadi St",https://aqarmap.com.eg/en/listing/6904214-for-sale-cairo-el-maadi-zahraa-el-maadi-zahraa-el-maadi-st/
EG-6904136,Roof,cairo 6th of october hadaeq october el fardoos city al fardoos st,"4,800,000 EGP","28,235 EGP/M²",170 m²,3 rooms,2 bathroom,3,2020,Super Lux,Main Street,Cash,Broker,"Elevator, Security, Balcony",روف 170 م للبيع في كمبوند حدائق الفردوس (فلل الأمن العام) – 6 أكتوبر,https://aqarmap.com.eg/en/listing/6904136-for-sale-cairo-6th-of-october-hadaeq-october-el-fardoos-city-al-fardoos-st/
EG-6904199,Apartment,cairo new cairo gharb el golf alaa elsaadany st,"7,992,000 EGP","36,000 EGP/M²",222 m²,3 rooms,3 bathroom,1,2026,ed For sale,Side Street,Cash,Broker,Balcony,"Semi Finished Apartments in Alaa Elsaadany St. with size 222 M² View Side Street Semi Finished, first floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6904199-for-sale-cairo-new-cairo-gharb-el-golf-alaa-elsaadany-st/
EG-6904184,Apartment,cairo new cairo llwts ljdyd,"5,670,000 EGP","30,000 EGP/M²",189 m²,3 rooms,3 bathroom,2,2028,ed,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in New Lotus,https://aqarmap.com.eg/en/listing/6904184-for-sale-cairo-new-cairo-llwts-ljdyd/
EG-6904113,Apartment,cairo 6th of october hadaeq october compounds badya compound palm hills,"7,800,000 EGP","43,820 EGP/M²",178 m²,3 rooms,4 bathroom,4,2020,Super Lux,Main Street,Cash,Broker,N/A,"Super lux Apartments in Badya Compound - Palm Hills with size 178 M² View Main Street Super lux, fourth floor, three rooms, four baths",https://aqarmap.com.eg/en/listing/6904113-for-sale-cairo-6th-of-october-hadaeq-october-compounds-badya-compound-palm-hills/
EG-6904262,Villa,https://aqarmap.com.eg/en/listing/6904262 projects grand lane,"6,000,000 EGP","58,250",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904262-projects-grand-lane/
EG-6904107,Apartment,cairo el sheikh zayed city el hay eltaseaa area 1 el bostan st,"7,650,000 EGP","34,773 EGP/M²",220 m²,4 rooms,3 bathroom,1,2018,Super Lux,Garden,Cash,Broker,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Garden",Apartments For sale in El Bostan St. with size 220 M² View Garden,https://aqarmap.com.eg/en/listing/6904107-for-sale-cairo-el-sheikh-zayed-city-el-hay-eltaseaa-area-1-el-bostan-st/
EG-6904104,Villa,cairo 6th of october garb someed neighborhood 5th,"25,000,000 EGP","50,000 EGP/M²",500 m²,15 rooms,12 bathroom,N/A,2011,Super Lux,Main Street,Cash,Broker,N/A,فيلا للبيع في غرب سوميد مجاوره 5 مساحه 500م تشطيب الترا سوبر لوكس,https://aqarmap.com.eg/en/listing/6904104-for-sale-cairo-6th-of-october-garb-someed-neighborhood-5th/
EG-6904256,Villa,https://aqarmap.com.eg/en/listing/6904256 projects grand lane,"4,900,000 EGP","72,059 EGP/M²",N/A,N/A,N/A,N/A,N/A,ed,Main Street,Cash or Installments,N/A,"Security, Swimming Pool, Gym",To make the right decision:,https://aqarmap.com.eg/en/listing/6904256-projects-grand-lane/
EG-6904207,Apartment,cairo 6th of october compounds garden hills,"6,150,000 EGP","30,750 EGP/M²",200 m²,3 rooms,2 bathroom,1,2013,Super Lux,Garden,Cash,Broker,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Garden","Apartment with Garden 200 M² Extra super lux View Garden, first floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6904207-for-sale-cairo-6th-of-october-compounds-garden-hills/
EG-6904161,Apartment,cairo 6th of october el ahyaa neighborhood 4th school st,"3,700,000 EGP","21,765 EGP/M²",170 m²,3 rooms,2 bathroom,1,2024,Super Lux,Main Street,Cash,Broker,N/A,Apartment For sale in School St,https://aqarmap.com.eg/en/listing/6904161-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-4th-school-st/
EG-6904344,Apartment,cairo el sheikh zayed city el hay elasher street 100,"3,100,000 EGP","22,963 EGP/M²",135 m²,2 rooms,1 bathroom,4,2010,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Natural Gas, Electricity Meter",Apartments For sale in Street 100 with size 135 M² View Main Street,https://aqarmap.com.eg/en/listing/6904344-for-sale-cairo-el-sheikh-zayed-city-el-hay-elasher-street-100/
EG-6904063,Apartment,cairo 6th of october el ahyaa neighborhood 3rd nasr ammar st,"3,800,000 EGP","21,111 EGP/M²",180 m²,3 rooms,2 bathroom,4,2024,Super Lux,Main Street,Cash,Broker,N/A,شقه للبيع في الحى الثالث مجاوره أولى تاني نمره من المحور المركزي,https://aqarmap.com.eg/en/listing/6904063-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-nasr-ammar-st/
EG-6904076,Apartment,cairo new cairo lmstqbl syty compounds lbwskw syty la natura il bosco misr italia,"4,500,000 EGP","34,884 EGP/M²",129 m²,2 rooms,2 bathroom,6,2019,ed,Garden,Cash,Broker,Garden,Apartment For sale in La Natura - IL Bosco City Compound,https://aqarmap.com.eg/en/listing/6904076-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-lbwskw-syty-la-natura-il-bosco-misr-italia/
EG-6904064,Apartment,cairo 6th of october compounds dream land bahgat buildings,"14,700,000 EGP","43,235 EGP/M²",340 m²,4 rooms,3 bathroom,4,2020,Super Lux,Other,Cash,Broker,"Elevator, Water Meter, Natural Gas, Security, Balcony","Super lux Apartments in Bahgat Buildings - Dream Land Compound with size 340 M² View Other Super lux, fourth floor, four rooms, three baths",https://aqarmap.com.eg/en/listing/6904064-for-sale-cairo-6th-of-october-compounds-dream-land-bahgat-buildings/
EG-6904169,Studio,cairo new cairo compounds cavali compound al basiony,"2,368,365 EGP","59,209 EGP/M²",40 m²,1 rooms,1 bathroom,2,2030,ed,Lake,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6904169-for-sale-cairo-new-cairo-compounds-cavali-compound-al-basiony/
EG-6904102,Office,cairo el maadi compounds kmbwnd wn qtmyh m mr lmrshdy,"11,500,000 EGP","71,875 EGP/M²",160 m²,5 rooms,2 bathroom,6,2020,Super Lux,Main Street,Cash,Broker,N/A,"Offices 160 M² Extra super lux View Main Street, sixth floor, five rooms, two baths",https://aqarmap.com.eg/en/listing/6904102-for-sale-cairo-el-maadi-compounds-kmbwnd-wn-qtmyh-m-mr-lmrshdy/
EG-6904048,Apartment,cairo 6th of october garb someed neighborhood 7th,"6,800,000 EGP","34,000 EGP/M²",200 m²,3 rooms,2 bathroom,3,2020,Super Lux,Main Street,Cash,Broker,"Security, Balcony","Super lux Apartments in Neighborhood 7th with size 200 M² View Main Street Super lux, third floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6904048-for-sale-cairo-6th-of-october-garb-someed-neighborhood-7th/
EG-6889733,Villa,https://aqarmap.com.eg/en/listing/6889733 projects crcl mall,"4,715,000 EGP","162,586 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Parking, Internet",To make the right decision:,https://aqarmap.com.eg/en/listing/6889733-projects-crcl-mall/
EG-6904011,Apartment,cairo 6th of october el ahyaa neighborhood 4th street 2,"2,800,000 EGP","18,667 EGP/M²",150 m²,3 rooms,2 bathroom,1,2024,Super Lux,Main Street,Cash,Broker,N/A,Apartment For sale in Street 2,https://aqarmap.com.eg/en/listing/6904011-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-4th-street-2/
EG-6904130,Commercial,cairo el shorouk compounds city club mall aswaq,"6,028,675 EGP","102,181 EGP/M²",59 m²,N/A,N/A,1,2026,Super Lux,Main Street,Cash,Broker,"Security, Parking, Garden",Shops For sale in City Club Mall - Aswaq with size 59 M² View Main Street,https://aqarmap.com.eg/en/listing/6904130-for-sale-cairo-el-shorouk-compounds-city-club-mall-aswaq/
EG-6904242,Apartment,cairo new cairo gharb el golf alaa elsaadany st,"10,500,000 EGP","43,750 EGP/M²",240 m²,3 rooms,3 bathroom,1,2026,Semi Finished,Main Street,Cash,Broker,Garden,"Apartments 240 M² Semi Finished View Main Street, first floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6904242-for-sale-cairo-new-cairo-gharb-el-golf-alaa-elsaadany-st/
EG-6904080,Apartment,cairo 6th of october central axis,"4,200,000 EGP","20,690 EGP/M²",203 m²,3 rooms,2 bathroom,3,2021,Super Lux,Other,Cash,Broker,"Elevator, Water Meter, Security, Parking, Balcony",Apartments For sale in Central Axis with size 203 M² View Other,https://aqarmap.com.eg/en/listing/6904080-for-sale-cairo-6th-of-october-central-axis/
EG-6904109,Apartment,cairo new administrative capital r8 kardia capital link,"4,868,680 EGP","32,896 EGP/M²","148 m² Apartment for Sale from Owner in Cardia Compound, R8, New Capital",3 rooms,2 bathroom,5,2030,Semi Finished,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6904109-for-sale-cairo-new-administrative-capital-r8-kardia-capital-link/
EG-6904061,Apartment,cairo 6th of october el ahyaa neighborhood 3rd street 42,"2,650,000 EGP","20,385 EGP/M²",130 m²,2 rooms,1 bathroom,3,2020,Super Lux,Main Street,Cash,Broker,"Elevator, Security, Balcony",شقة 130 م للبيع – الحي الثالث مجاورة رابعة، 6 أكتوبر,https://aqarmap.com.eg/en/listing/6904061-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-street-42/
EG-6889732,Villa,https://aqarmap.com.eg/en/listing/6889732 projects crcl mall,"5,039,000 EGP","239,952 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Parking, Internet",To make the right decision:,https://aqarmap.com.eg/en/listing/6889732-projects-crcl-mall/
EG-6903991,Apartment,cairo 6th of october el ahyaa neighborhood 4th street 2,"3,200,000 EGP","21,333 EGP/M²",150 m²,3 rooms,2 bathroom,3,2024,Super Lux,Main Street,Cash,Broker,N/A,Apartment For sale in Street 2,https://aqarmap.com.eg/en/listing/6903991-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-4th-street-2/
EG-6904141,Office,cairo new administrative capital mu23 mrfl mwl lwkyshn llttwyr,"4,378,500 EGP","125,100 EGP/M²","Office for Sale, 35m², Owner Direct, 4th Floor in Marvel Mall MU23",1 rooms,1 bathroom,4,2026,Super Lux,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6904141-for-sale-cairo-new-administrative-capital-mu23-mrfl-mwl-lwkyshn-llttwyr/
EG-6904017,Apartment,cairo el sheikh zayed city el hay elthamen lhkm,"4,100,000 EGP","27,333 EGP/M²",150 m²,3 rooms,2 bathroom,4,2020,Super Lux,Main Street,Cash,Broker,"Security, Balcony","Super lux Apartments in El Hekma St. with size 150 M² View Main Street Super lux, fourth floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6904017-for-sale-cairo-el-sheikh-zayed-city-el-hay-elthamen-lhkm/
EG-6889735,Villa,https://aqarmap.com.eg/en/listing/6889735 projects crcl mall,"2,681,000 EGP","107,240 EGP/M²",N/A,N/A,N/A,N/A,N/A,Super Lux,Main Street,Cash or Installments,N/A,"Elevator, Security, Parking, Internet",To make the right decision:,https://aqarmap.com.eg/en/listing/6889735-projects-crcl-mall/
EG-6904144,Apartment,cairo 6th of october el ahyaa neighborhood 4th,"2,800,000 EGP","18,667 EGP/M²",150 m²,3 rooms,2 bathroom,Ground,2024,Super Lux,Main Street,Cash,Broker,N/A,✅شقة للبيع ✅الحى 4 المجاورة 4 تاني نمرة من الرئيسي وخطوات للمحور المركزي,https://aqarmap.com.eg/en/listing/6904144-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-4th/
EG-6889736,Villa,https://aqarmap.com.eg/en/listing/6889736 projects crcl mall,"4,429,800 EGP","123,050 EGP/M²",N/A,N/A,N/A,N/A,N/A,Super Lux,Main Street,Cash or Installments,N/A,"Elevator, Security, Parking, Internet",To make the right decision:,https://aqarmap.com.eg/en/listing/6889736-projects-crcl-mall/
EG-6889731,Villa,https://aqarmap.com.eg/en/listing/6889731 projects crcl mall,"4,913,100 EGP","114,258 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Parking, Internet",To make the right decision:,https://aqarmap.com.eg/en/listing/6889731-projects-crcl-mall/
EG-6904125,Office,cairo new administrative capital mu23 vasto plaza mall cld,"3,815,100 EGP","141,300 EGP/M²",27 m²,1 rooms,1 bathroom,10,2029,Super Lux,Plaza,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6904125-for-sale-cairo-new-administrative-capital-mu23-vasto-plaza-mall-cld/
EG-6903998,Apartment,cairo 6th of october ganob el ahyaaa hay el narges,"4,000,000 EGP","26,667 EGP/M²",150 m²,3 rooms,2 bathroom,2,2020,ed,Other,Cash,Broker,"Elevator, Water Meter, Natural Gas, Parking, Balcony",شقة للبيع 150م كمبوند النرجس موقع مميز جنوب الاحياء,https://aqarmap.com.eg/en/listing/6903998-for-sale-cairo-6th-of-october-ganob-el-ahyaaa-hay-el-narges/
EG-6904090,Apartment,cairo new cairo bait el watan third neighborhood,"4,156,000 EGP","24,163 EGP/M²",172 m²,3 rooms,3 bathroom,2,2026,ed,Side Street,Cash or Installments,Broker,Garden,امتلك شقه172م نص تشطيب في الحي الثالث بيت الوطن التجمع الخامس كودL5171,https://aqarmap.com.eg/en/listing/6904090-for-sale-cairo-new-cairo-bait-el-watan-third-neighborhood/
EG-6904009,Apartment,cairo 6th of october bait el watan byt lwtn ltkmyly,"3,000,000 EGP","15,000 EGP/M²",200 m²,3 rooms,2 bathroom,Ground,2015,ed,Garden,Cash,Broker,"Water Meter, Security, Garden, Balcony",شقه للبيع بجاردن بمساحه كبيره وحديقه خاصه داخل الشيخ زايد,https://aqarmap.com.eg/en/listing/6904009-for-sale-cairo-6th-of-october-bait-el-watan-byt-lwtn-ltkmyly/
EG-6904026,Apartment,cairo 6th of october el ahyaa neighborhood 2nd aswaq al tayeb st,"3,000,000 EGP","20,690 EGP/M²",145 m²,3 rooms,2 bathroom,4,2024,Super Lux,Main Street,Cash,Broker,N/A,شقه للبيع مدينة ٦ اكتوبر الحى الثانى المجاورة السادسة دقيقة مشي لمحور الكفراوي,https://aqarmap.com.eg/en/listing/6904026-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-2nd-aswaq-al-tayeb-st/
